Transaction_ID,Date,Customer_ID,Product_ID,Total_Cost,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country
179,2020-01-07 22:03:15,1078,550,3762.173671,Direct,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Wrong Item,PayPal,False,East,Mexico
933,2020-01-01 09:56:45,1032,557,6857.580784,Partner,Critical,WH-2,Overnight,Pending,Neutral,False,Damaged,PayPal,True,East,USA
543,2020-01-04 14:16:13,1049,560,2577.781945,Reseller,Critical,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,USA
377,2020-01-03 02:09:44,1007,549,6875.384992,Online,High,WH-3,2-Day,Cancelled,Neutral,False,Unknown,Cash,False,North,Canada
584,2020-01-09 22:16:13,1087,516,6925.430145,Online,Medium,WH-1,2-Day,Delivered,Unsatisfied,True,Damaged,PayPal,False,South,USA
443,2020-01-06 01:30:49,1089,501,8264.400466,Partner,Critical,WH-3,Overnight,Cancelled,Neutral,True,Not Specified,PayPal,True,North,USA
286,2020-01-06 18:35:41,1037,506,5080.25494,Online,Low,WH-2,Regular,Backorder,Satisfied,True,Wrong Item,PayPal,True,North,Canada
815,2020-01-02 06:55:08,1099,532,2594.632574,Partner,Critical,WH-3,Regular,Delivered,Unsatisfied,False,Damaged,Wire Transfer,True,South,Canada
803,2020-01-02 06:55:08,1093,534,6086.004403,Partner,Medium,WH-2,Express,Delivered,Unsatisfied,False,Late,Cash,False,West,Canada
478,2020-01-04 03:14:36,1021,547,2684.940663,Direct,Medium,WH-2,Regular,Pending,Satisfied,False,Not Specified,PayPal,False,South,USA
962,2020-01-01 19:14:36,1038,509,561.411399,Direct,Low,WH-1,Overnight,Delivered,Unsatisfied,True,Not Specified,Cash,False,North,Mexico
235,2020-01-05 06:03:15,1004,522,8299.319664,Direct,Critical,WH-3,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,North,Mexico
693,2020-01-02 10:22:42,1045,547,698.8741194,Online,Medium,WH-1,Overnight,Cancelled,Satisfied,True,Wrong Item,Cash,False,East,Mexico
966,2020-01-02 14:16:13,1090,552,727.4895201,Direct,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Wire Transfer,False,South,Mexico
940,2020-01-04 08:25:57,1098,508,4981.528456,Reseller,Low,WH-3,Overnight,Delivered,Unsatisfied,False,Late,Cash,False,East,USA
170,2020-01-07 12:45:24,1052,546,7302.474746,Partner,Low,WH-3,Regular,Delivered,Satisfied,True,Wrong Item,Credit Card,True,South,Canada
883,2020-01-02 03:01:37,1068,502,3495.955561,Direct,Medium,WH-1,2-Day,Pending,Unsatisfied,False,Late,PayPal,False,West,Mexico
842,2020-01-05 16:00:00,1030,538,5877.175036,Reseller,Medium,WH-2,Overnight,Pending,Neutral,False,Late,Wire Transfer,False,West,Mexico
108,2020-01-08 08:12:58,1006,523,5096.553818493923,Online,Critical,WH-3,Regular,Backorder,Unsatisfied,False,Not Specified,Cash,True,North,USA
571,2020-01-01 11:27:34,1097,547,1159.243816,Online,High,WH-2,Overnight,Backorder,Satisfied,False,Late,Credit Card,True,South,Canada
901,2020-01-04 03:01:37,1052,529,5096.553818493923,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
3,2020-01-08 17:56:45,1065,543,5096.553818493923,Partner,High,WH-3,Regular,Pending,Unsatisfied,False,Late,Wire Transfer,False,East,Mexico
585,2020-01-08 22:55:08,1059,514,6956.515233,Reseller,High,WH-1,Regular,Backorder,Satisfied,True,Wrong Item,Wire Transfer,True,South,Canada
756,2020-01-07 04:45:24,1049,542,5096.553818493923,Partner,High,WH-2,Express,Cancelled,Satisfied,False,Late,Wire Transfer,True,North,USA
226,2020-01-06 13:50:16,1056,511,5096.553818493923,Reseller,Low,WH-1,Regular,Cancelled,Unsatisfied,True,Wrong Item,Cash,False,East,Mexico
476,2020-01-01 07:47:02,1040,543,9009.054471,Online,Critical,WH-1,Overnight,Cancelled,Satisfied,False,Damaged,Cash,True,North,USA
754,2020-01-02 17:17:50,1044,556,3315.095118,Online,High,WH-2,Regular,Backorder,Satisfied,True,Not Specified,Wire Transfer,True,West,USA
622,2020-01-06 17:43:47,1002,511,4109.80125,Online,Medium,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,USA
95,2020-01-07 22:42:10,1081,552,5096.553818493923,Direct,Medium,WH-3,2-Day,Backorder,Neutral,True,Damaged,PayPal,False,North,Mexico
949,2020-01-03 23:08:06,1098,534,5096.553818493923,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Cash,True,East,Canada
793,2020-01-03 09:04:52,1086,536,4119.042528,Online,Medium,WH-2,2-Day,Cancelled,Satisfied,True,Not Specified,Credit Card,False,West,Mexico
878,2020-01-01 19:27:34,1079,544,2182.281426,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Not Specified,Credit Card,True,West,USA
973,2020-01-09 07:21:05,1028,535,5096.553818493923,Direct,Medium,WH-3,Regular,Backorder,Satisfied,False,Late,Wire Transfer,False,East,Canada
836,2020-01-01 15:47:02,1042,524,8471.892777,Online,Medium,WH-1,Overnight,Cancelled,Neutral,False,Unknown,Cash,False,South,Canada
579,2020-01-01 00:51:54,1008,504,3286.857504,Direct,High,WH-3,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,South,Mexico
648,2020-01-09 18:22:42,1087,511,7155.809216,Reseller,Medium,WH-1,2-Day,Backorder,Neutral,False,Late,Credit Card,True,East,USA
60,2020-01-08 08:51:54,1065,534,5923.33546,Partner,High,WH-2,Express,Delivered,Satisfied,False,Damaged,PayPal,False,South,USA
371,2020-01-03 06:42:10,1051,528,560.6009124,Direct,High,WH-3,Regular,Delivered,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
564,2020-01-06 03:01:37,1055,510,6806.332511,Online,High,WH-1,Regular,Delivered,Satisfied,False,Unknown,PayPal,False,North,Canada
193,2020-01-05 03:27:34,1064,525,5096.553818493923,Direct,High,WH-2,Overnight,Delivered,Satisfied,True,Damaged,Wire Transfer,False,South,Mexico
956,2020-01-07 00:12:58,1005,502,1765.230194,Reseller,High,WH-3,Regular,Backorder,Neutral,False,Wrong Item,Cash,True,East,Mexico
650,2020-01-01 14:42:10,1081,508,8792.164505,Reseller,Critical,WH-2,Overnight,Backorder,Neutral,False,Wrong Item,Wire Transfer,False,East,Mexico
674,2020-01-08 05:11:21,1034,515,8290.64127,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Wrong Item,Credit Card,True,South,Mexico
791,2020-01-09 05:37:18,1026,518,4678.628577,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,False,West,Mexico
729,2020-01-06 10:35:41,1081,526,6663.271169,Partner,Medium,WH-2,Express,Backorder,Unsatisfied,False,Not Specified,Cash,True,East,USA
750,2020-01-04 12:58:23,1094,507,1253.162704,Reseller,High,WH-2,Express,Pending,Unsatisfied,False,Not Specified,Credit Card,True,North,USA
67,2020-01-06 09:43:47,1047,522,9307.675928,Online,High,WH-2,Overnight,Delivered,Satisfied,False,Not Specified,PayPal,False,North,USA
679,2020-01-06 22:16:13,1087,548,3423.8236,Partner,Low,WH-3,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,South,Mexico
690,2020-01-05 11:14:36,1053,543,5786.414055,Partner,Critical,WH-1,Express,Pending,Neutral,False,Wrong Item,PayPal,False,East,Canada
742,2020-01-01 16:00:00,1043,549,1056.3704,Partner,Critical,WH-2,Express,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada
863,2020-01-06 21:50:16,1065,549,9900.300667,Online,Critical,WH-3,Regular,Delivered,Satisfied,True,Unknown,Cash,True,East,Mexico
855,2020-01-04 19:01:37,1057,508,3317.81858,Reseller,Low,WH-2,2-Day,Backorder,Unsatisfied,True,Damaged,Credit Card,False,South,USA
433,2020-01-09 14:16:13,1072,506,5096.553818493923,Partner,Low,WH-1,2-Day,Backorder,Satisfied,False,Damaged,PayPal,True,South,Canada
141,2020-01-01 13:24:19,1022,547,5096.553818493923,Online,Critical,WH-1,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico
859,2020-01-04 06:42:10,1030,541,1671.195903,Online,High,WH-2,2-Day,Cancelled,Unsatisfied,False,Unknown,PayPal,True,South,USA
147,2020-01-04 18:22:42,1090,519,1128.569294,Online,Low,WH-3,Regular,Backorder,Unsatisfied,True,Damaged,Credit Card,True,North,Canada
860,2020-01-08 11:53:31,1025,539,5426.336042,Reseller,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Damaged,Cash,False,East,USA
303,2020-01-03 05:11:21,1084,507,2031.578714,Partner,Critical,WH-2,2-Day,Delivered,Satisfied,True,Late,PayPal,False,West,Canada
119,2020-01-04 00:51:54,1016,539,5343.613091,Reseller,Low,WH-2,2-Day,Backorder,Satisfied,False,Late,PayPal,False,North,Mexico
490,2020-01-09 08:25:57,1025,506,3071.117449,Reseller,Critical,WH-2,Regular,Backorder,Neutral,False,Unknown,Cash,False,East,USA
97,2020-01-05 06:55:08,1029,507,3268.878678,Direct,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada
216,2020-01-01 18:22:42,1040,508,3750.022398,Reseller,Critical,WH-1,Regular,Pending,Unsatisfied,True,Late,Cash,False,North,Mexico
872,2020-01-04 17:30:49,1062,508,6597.28541,Direct,Critical,WH-3,Regular,Pending,Satisfied,False,Damaged,Credit Card,True,East,USA
858,2020-01-05 11:01:37,1010,506,1705.971931,Partner,Critical,WH-2,Regular,Delivered,Unsatisfied,True,Unknown,PayPal,False,East,Canada
662,2020-01-05 22:55:08,1029,502,9653.059501,Online,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,PayPal,True,South,USA
347,2020-01-05 22:55:08,1062,532,6483.296217,Reseller,Medium,WH-2,Express,Cancelled,Satisfied,True,Damaged,Wire Transfer,False,South,USA
479,2020-01-05 11:14:36,1047,537,5096.553818493923,Online,Critical,WH-1,Express,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA
352,2020-01-09 21:24:19,1018,528,4570.350087,Online,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Credit Card,True,North,Canada
28,2020-01-04 11:14:36,1005,531,8690.92825,Reseller,High,WH-1,Regular,Backorder,Neutral,True,Damaged,Credit Card,True,West,USA
214,2020-01-07 06:55:08,1034,513,2310.793414,Partner,Critical,WH-1,2-Day,Backorder,Neutral,False,Damaged,Credit Card,True,North,USA
752,2020-01-05 02:35:41,1012,501,9126.176182,Partner,Critical,WH-2,Express,Pending,Unsatisfied,False,Damaged,Credit Card,False,North,USA
173,2020-01-09 15:34:03,1056,529,5096.553818493923,Partner,Low,WH-2,Overnight,Cancelled,Satisfied,True,Not Specified,Wire Transfer,True,North,Canada
258,2020-01-07 03:40:32,1006,533,5096.553818493923,Online,Low,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,False,East,Canada
199,2020-01-06 01:43:47,1017,520,9091.417862,Reseller,Critical,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,South,Canada
325,2020-01-02 16:12:58,1076,545,4425.138913,Direct,Medium,WH-2,Overnight,Backorder,Satisfied,True,Damaged,Wire Transfer,False,South,USA
164,2020-01-06 03:53:31,1081,515,8906.123618,Partner,Critical,WH-3,Express,Delivered,Unsatisfied,False,Late,PayPal,False,North,Canada
935,2020-01-03 17:43:47,1013,521,4474.700567,Online,Critical,WH-2,Regular,Cancelled,Satisfied,True,Late,Wire Transfer,False,North,Canada
657,2020-01-09 04:58:23,1073,503,4708.82021,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,True,East,Mexico
464,2020-01-05 14:29:11,1001,501,5096.553818493923,Online,Critical,WH-2,Express,Cancelled,Neutral,True,Damaged,Credit Card,False,East,Mexico
442,2020-01-04 06:42:10,1082,505,2647.751175,Partner,Medium,WH-2,Express,Cancelled,Unsatisfied,True,Unknown,Credit Card,True,North,Mexico
524,2020-01-05 06:55:08,1020,550,1477.004625,Online,Medium,WH-2,Overnight,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,True,South,Mexico
994,2020-01-09 06:55:08,1080,514,6085.92048,Reseller,Medium,WH-1,Regular,Delivered,Neutral,False,Not Specified,Credit Card,False,East,Canada
205,2020-01-03 01:43:47,1013,560,6803.474142,Reseller,Medium,WH-3,Overnight,Pending,Neutral,True,Wrong Item,Wire Transfer,False,West,USA
971,2020-01-07 15:47:02,1048,555,1368.508922,Direct,High,WH-1,Express,Pending,Neutral,True,Damaged,Cash,False,West,Mexico
137,2020-01-04 02:09:44,1082,556,8113.734874,Reseller,Medium,WH-3,Express,Backorder,Satisfied,False,Unknown,Credit Card,False,West,Mexico
232,2020-01-06 18:09:44,1021,541,7463.501019,Online,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,True,North,Canada
6,2020-01-01 15:21:05,1049,553,5103.110953,Direct,Medium,WH-1,Express,Delivered,Satisfied,True,Wrong Item,Wire Transfer,True,West,USA
116,2020-01-07 12:32:26,1080,535,5350.517196,Direct,Critical,WH-2,Regular,Cancelled,Satisfied,False,Not Specified,Cash,True,East,Canada
295,2020-01-06 17:43:47,1005,512,9359.271345,Online,High,WH-3,Express,Delivered,Neutral,False,Late,PayPal,False,West,Canada
995,2020-01-05 01:04:52,1040,506,4551.747599,Direct,High,WH-1,Regular,Pending,Unsatisfied,False,Damaged,Credit Card,True,East,Canada
376,2020-01-01 01:43:47,1067,550,3785.157935,Partner,Low,WH-3,Overnight,Cancelled,Neutral,False,Unknown,PayPal,True,West,Mexico
441,2020-01-03 01:30:49,1062,537,2631.026309,Direct,Low,WH-2,Regular,Backorder,Satisfied,True,Damaged,Cash,False,North,Canada
470,2020-01-01 09:43:47,1087,501,4223.150348,Partner,Low,WH-2,Express,Backorder,Satisfied,False,Wrong Item,Cash,True,East,Mexico
13,2020-01-03 23:21:05,1059,505,1868.748467,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Credit Card,True,East,Mexico
494,2020-01-03 21:37:18,1002,550,9889.999443,Partner,High,WH-3,Express,Cancelled,Satisfied,True,Late,Credit Card,True,South,USA
326,2020-01-03 22:16:13,1099,551,6920.317788,Reseller,High,WH-1,Express,Delivered,Neutral,False,Late,Credit Card,False,South,USA
469,2020-01-05 06:55:08,1054,512,5096.553818493923,Partner,Low,WH-2,Overnight,Backorder,Unsatisfied,False,Unknown,Cash,True,East,Mexico
552,2020-01-08 04:45:24,1078,532,9324.165724,Direct,Critical,WH-2,Regular,Backorder,Unsatisfied,False,Wrong Item,PayPal,False,South,Canada
708,2020-01-08 12:19:28,1029,514,9708.557217,Direct,Critical,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Wire Transfer,False,East,Canada
415,2020-01-09 23:08:06,1047,514,9301.406081,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,Mexico
568,2020-01-07 03:14:36,1074,517,5980.371412,Direct,High,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,Mexico
576,2020-01-01 11:14:36,1050,508,4362.610105,Online,Critical,WH-1,Regular,Cancelled,Satisfied,True,Wrong Item,PayPal,False,South,Canada
207,2020-01-06 21:24:19,1025,554,4322.859463,Reseller,High,WH-1,2-Day,Cancelled,Unsatisfied,False,Not Specified,Credit Card,True,North,Canada
596,2020-01-01 22:42:10,1088,533,3573.538919,Online,High,WH-3,Regular,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,North,Mexico
171,2020-01-09 21:11:21,1079,525,7209.338544,Partner,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,False,West,USA
944,2020-01-06 21:37:18,1092,553,5096.553818493923,Partner,Medium,WH-2,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,North,Canada
772,2020-01-02 22:42:10,1087,558,8813.769377,Reseller,Low,WH-1,Overnight,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,East,USA
11,2020-01-05 04:45:24,1089,560,6016.641303,Partner,Low,WH-3,Express,Delivered,Neutral,False,Damaged,Wire Transfer,True,North,USA
465,2020-01-01 03:27:34,1046,505,3930.2099,Online,Critical,WH-2,Express,Backorder,Unsatisfied,False,Damaged,PayPal,False,West,Mexico
563,2020-01-03 19:40:32,1029,543,3311.35428,Online,High,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,True,East,Canada
652,2020-01-01 20:06:29,1014,514,7437.367301,Reseller,Low,WH-2,2-Day,Cancelled,Neutral,False,Not Specified,Cash,False,North,Mexico
206,2020-01-07 17:43:47,1084,522,4406.376144,Direct,High,WH-1,Regular,Delivered,Satisfied,False,Damaged,Cash,True,West,Mexico
699,2020-01-07 01:43:47,1046,511,6918.797571,Partner,Medium,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,False,North,USA
19,2020-01-06 23:21:05,1099,531,3411.402946,Reseller,High,WH-1,Regular,Pending,Neutral,False,Late,Credit Card,False,North,Canada
530,2020-01-09 06:55:08,1071,547,6926.59562,Direct,High,WH-2,Express,Pending,Unsatisfied,False,Wrong Item,PayPal,True,North,Mexico
350,2020-01-06 18:22:42,1042,559,5547.293174,Reseller,Low,WH-1,Overnight,Cancelled,Satisfied,False,Not Specified,Cash,False,East,Canada
905,2020-01-05 13:37:18,1020,555,2218.473063,Online,Critical,WH-1,Regular,Pending,Neutral,True,Unknown,PayPal,False,North,Mexico
639,2020-01-09 16:00:00,1053,525,4325.685349,Direct,Medium,WH-3,2-Day,Pending,Unsatisfied,False,Unknown,Cash,False,North,Canada
396,2020-01-08 16:00:00,1086,554,2022.143209,Reseller,Medium,WH-3,Regular,Backorder,Neutral,False,Wrong Item,PayPal,True,East,USA
463,2020-01-01 10:22:42,1023,541,1917.869963,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,PayPal,True,West,USA
617,2020-01-06 16:51:54,1019,513,9597.50064,Partner,Critical,WH-1,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,North,Canada
366,2020-01-06 03:27:34,1017,558,3430.448674,Partner,High,WH-1,Express,Backorder,Satisfied,True,Late,Wire Transfer,False,West,Canada
948,2020-01-01 02:22:42,1025,552,5856.98275,Online,Medium,WH-2,2-Day,Pending,Neutral,False,Unknown,Cash,True,East,USA
41,2020-01-01 12:32:26,1001,527,3933.335901,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,North,Canada
49,2020-01-09 14:55:08,1034,524,9538.725844,Online,Critical,WH-3,Overnight,Cancelled,Unsatisfied,True,Damaged,Cash,True,North,USA
965,2020-01-03 20:06:29,1048,503,5096.553818493923,Direct,Critical,WH-3,2-Day,Pending,Neutral,True,Wrong Item,Cash,False,North,Mexico
220,2020-01-06 00:12:58,1006,518,7481.79555,Online,Medium,WH-3,Overnight,Delivered,Satisfied,True,Damaged,PayPal,True,South,USA
957,2020-01-04 08:25:57,1011,541,5096.553818493923,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,True,Unknown,Cash,True,South,Mexico
713,2020-01-01 09:04:52,1036,546,2038.268563,Partner,Medium,WH-1,Overnight,Delivered,Satisfied,False,Late,Credit Card,False,East,Canada
17,2020-01-01 21:24:19,1033,557,1281.587081,Online,Low,WH-1,2-Day,Cancelled,Neutral,True,Unknown,Cash,True,South,Mexico
160,2020-01-01 06:55:08,1094,525,6945.749699,Reseller,Critical,WH-2,Regular,Delivered,Neutral,False,Late,PayPal,True,North,Mexico
925,2020-01-07 20:58:23,1061,540,1763.59309,Direct,Critical,WH-3,Express,Pending,Satisfied,False,Damaged,Cash,True,East,USA
109,2020-01-03 10:22:42,1053,526,7809.764494,Direct,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,False,West,Canada
31,2020-01-03 11:40:32,1023,502,5096.553818493923,Online,Critical,WH-3,Regular,Delivered,Satisfied,False,Not Specified,Credit Card,False,South,USA
229,2020-01-08 04:19:28,1033,533,5693.60898,Partner,Low,WH-3,2-Day,Backorder,Neutral,False,Wrong Item,Credit Card,False,South,USA
241,2020-01-03 12:58:23,1095,557,5096.553818493923,Reseller,High,WH-2,Overnight,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada
391,2020-01-06 14:55:08,1097,539,5096.553818493923,Partner,Critical,WH-2,Express,Delivered,Neutral,True,Wrong Item,Cash,False,South,USA
710,2020-01-04 17:56:45,1011,548,5096.553818493923,Online,High,WH-1,Overnight,Cancelled,Satisfied,True,Late,Cash,False,West,Mexico
716,2020-01-04 13:37:18,1099,547,4791.525022,Partner,Medium,WH-2,Express,Delivered,Satisfied,True,Damaged,PayPal,False,South,Mexico
893,2020-01-05 02:22:42,1046,552,1190.982004,Reseller,High,WH-2,2-Day,Cancelled,Neutral,False,Not Specified,Credit Card,True,East,USA
504,2020-01-08 03:01:37,1054,535,4561.121314,Online,Low,WH-3,Express,Pending,Neutral,False,Damaged,PayPal,True,East,Canada
575,2020-01-03 08:51:54,1032,527,9214.046632,Reseller,Medium,WH-1,Regular,Cancelled,Unsatisfied,True,Damaged,PayPal,True,West,USA
797,2020-01-07 14:42:10,1007,550,4140.545976,Online,Critical,WH-3,Regular,Backorder,Unsatisfied,False,Not Specified,PayPal,False,South,Mexico
698,2020-01-07 04:58:23,1062,536,3647.846078,Direct,Medium,WH-1,Regular,Delivered,Neutral,True,Late,Wire Transfer,True,East,USA
665,2020-01-03 06:42:10,1037,553,5096.553818493923,Direct,Low,WH-2,2-Day,Delivered,Unsatisfied,False,Late,Credit Card,True,East,Canada
581,2020-01-02 18:09:44,1057,501,7129.411462,Partner,Critical,WH-3,Regular,Pending,Satisfied,True,Damaged,Cash,True,West,USA
215,2020-01-03 04:19:28,1008,517,2254.008345,Online,Low,WH-1,2-Day,Pending,Unsatisfied,False,Wrong Item,PayPal,True,East,Canada
146,2020-01-07 01:43:47,1012,506,4179.563921,Direct,Critical,WH-1,Express,Cancelled,Unsatisfied,True,Damaged,Wire Transfer,True,West,USA
401,2020-01-05 06:03:15,1097,540,1299.212791,Direct,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Unknown,Credit Card,True,North,USA
337,2020-01-05 14:16:13,1014,555,5791.884876,Partner,Critical,WH-3,2-Day,Backorder,Unsatisfied,True,Wrong Item,Credit Card,False,East,USA
719,2020-01-03 17:04:52,1055,508,1593.888695,Partner,Low,WH-2,Express,Backorder,Satisfied,False,Wrong Item,Credit Card,False,South,Mexico
613,2020-01-04 12:45:24,1033,519,2917.57265,Partner,Low,WH-1,Overnight,Backorder,Unsatisfied,True,Wrong Item,Cash,True,North,Canada
912,2020-01-02 04:45:24,1090,512,8139.572867,Direct,High,WH-2,Regular,Backorder,Unsatisfied,False,Wrong Item,PayPal,True,South,Canada
775,2020-01-08 04:19:28,1072,508,7359.62761,Direct,High,WH-1,2-Day,Backorder,Satisfied,False,Not Specified,Credit Card,False,South,USA
694,2020-01-05 06:29:11,1017,553,3499.844937,Direct,Critical,WH-3,Overnight,Backorder,Neutral,False,Not Specified,Wire Transfer,True,West,Canada
841,2020-01-03 01:30:49,1034,526,5951.725572,Online,Medium,WH-2,Regular,Delivered,Unsatisfied,True,Late,Credit Card,True,East,Mexico
676,2020-01-03 00:00:00,1037,536,5232.234464,Reseller,Medium,WH-3,Regular,Backorder,Unsatisfied,True,Unknown,PayPal,True,North,Mexico
452,2020-01-03 13:11:21,1072,511,987.2915653,Reseller,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Not Specified,Credit Card,False,East,Mexico
557,2020-01-06 23:34:03,1038,547,2956.620116,Reseller,High,WH-3,2-Day,Backorder,Unsatisfied,True,Not Specified,Cash,True,West,Mexico
953,2020-01-04 05:11:21,1079,523,7482.739269,Reseller,Low,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Wire Transfer,True,West,Canada
941,2020-01-06 02:09:44,1011,539,5096.553818493923,Reseller,Low,WH-3,Express,Delivered,Unsatisfied,True,Damaged,PayPal,False,West,Mexico
663,2020-01-06 12:06:29,1098,506,1526.423314,Partner,Critical,WH-1,2-Day,Pending,Satisfied,True,Not Specified,Credit Card,True,East,Mexico
104,2020-01-09 14:55:08,1084,532,1967.675938,Partner,Medium,WH-2,Express,Backorder,Satisfied,True,Not Specified,Cash,True,East,USA
921,2020-01-01 17:04:52,1049,545,9966.999934,Direct,High,WH-3,Regular,Delivered,Unsatisfied,True,Not Specified,Cash,False,West,Canada
542,2020-01-05 14:29:11,1029,542,7597.243538,Reseller,High,WH-1,Regular,Delivered,Unsatisfied,True,Wrong Item,Cash,True,East,Canada
950,2020-01-07 14:55:08,1076,514,7102.054634,Online,High,WH-1,Overnight,Delivered,Satisfied,True,Unknown,Credit Card,True,North,Mexico
678,2020-01-07 20:32:26,1076,543,2896.963307,Direct,Medium,WH-3,2-Day,Delivered,Unsatisfied,True,Damaged,PayPal,True,East,USA
368,2020-01-01 00:12:58,1066,520,3589.506365,Reseller,Medium,WH-1,Overnight,Delivered,Satisfied,False,Late,Wire Transfer,False,East,USA
672,2020-01-08 12:45:24,1041,548,2720.537524,Online,Critical,WH-1,Express,Delivered,Satisfied,False,Not Specified,PayPal,True,South,Canada
145,2020-01-04 12:32:26,1005,520,9326.874814,Reseller,Critical,WH-2,Regular,Backorder,Satisfied,True,Late,Wire Transfer,True,East,Canada
598,2020-01-06 22:16:13,1032,525,5096.553818493923,Partner,Medium,WH-3,Overnight,Delivered,Neutral,True,Wrong Item,Credit Card,False,West,Canada
439,2020-01-07 00:38:55,1090,502,8407.453627,Online,High,WH-1,Overnight,Backorder,Neutral,True,Unknown,Cash,False,West,USA
535,2020-01-09 03:01:37,1087,538,4576.092508,Direct,Medium,WH-3,2-Day,Backorder,Satisfied,True,Late,Cash,False,East,Canada
110,2020-01-05 02:22:42,1066,534,4279.724179,Reseller,Medium,WH-2,2-Day,Pending,Unsatisfied,True,Damaged,Cash,False,East,Mexico
113,2020-01-03 06:16:13,1075,529,789.4050199,Partner,High,WH-1,Overnight,Backorder,Satisfied,False,Not Specified,Wire Transfer,True,North,Mexico
958,2020-01-01 01:30:49,1059,521,4481.444993,Partner,Critical,WH-2,Regular,Backorder,Unsatisfied,False,Not Specified,Cash,False,East,USA
423,2020-01-05 12:45:24,1036,554,607.3740976,Online,High,WH-3,Regular,Pending,Satisfied,False,Wrong Item,PayPal,False,East,Mexico
309,2020-01-04 14:29:11,1075,558,4467.83646,Direct,Low,WH-1,Express,Cancelled,Satisfied,True,Unknown,Cash,True,North,Canada
984,2020-01-09 04:19:28,1056,549,4581.896952,Reseller,Medium,WH-3,Regular,Cancelled,Unsatisfied,True,Wrong Item,Wire Transfer,False,North,Mexico
155,2020-01-02 04:58:23,1073,538,9634.177083,Direct,Low,WH-2,Overnight,Delivered,Neutral,False,Not Specified,Wire Transfer,True,South,Mexico
746,2020-01-07 13:24:19,1035,536,5981.325318,Reseller,Medium,WH-3,2-Day,Delivered,Satisfied,False,Late,Wire Transfer,True,South,Mexico
455,2020-01-05 07:47:02,1009,554,3676.8112,Direct,Low,WH-3,Regular,Pending,Unsatisfied,True,Wrong Item,Wire Transfer,False,East,Mexico
37,2020-01-07 17:30:49,1017,502,7545.593792,Direct,Low,WH-1,Overnight,Pending,Neutral,True,Wrong Item,PayPal,False,South,USA
495,2020-01-02 03:27:34,1007,514,9784.159359,Direct,Low,WH-1,Express,Backorder,Neutral,True,Not Specified,Cash,False,South,USA
